Object Name,Event Display Name,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
[Guides-Surveys] Guide Viewed,,Event Property,,[Guides-Surveys] Version,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Amplitude] Session Replay ID,,any,UNEXPECTED,False,False,2023-12-15,2025-06-07
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Is From Debug Mode,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Is Last Step,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Key,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Lifecycle UUID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Page.domain,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Page.path,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Page.title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Step ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Step Index,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Step Title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Survey Response,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Survey Response Number,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Survey Response String,,any,UNEXPECTED,False,False,2025-06-06,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Tags,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Type,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Variant ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Abandoned,,Event Property,,[Guides-Surveys] Version,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Amplitude] Session Replay ID,,any,UNEXPECTED,False,False,2023-12-15,2025-06-07
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Is From Debug Mode,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Is Last Step,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Key,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Lifecycle UUID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Page.domain,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Page.path,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Page.title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Step ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Step Index,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Step Title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Tags,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Type,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Variant ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Dismissed,,Event Property,,[Guides-Surveys] Version,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Amplitude] Session Replay ID,,any,UNEXPECTED,False,False,2023-12-15,2025-06-07
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Engagement.type,,any,UNEXPECTED,False,False,2025-05-30,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Is From Debug Mode,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Is Last Step,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Key,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Lifecycle UUID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Page.domain,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Page.path,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Page.title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Step ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Step Index,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Step Title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Tags,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Type,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Variant ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Engaged,,Event Property,,[Guides-Surveys] Version,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Amplitude] Session Replay ID,,any,UNEXPECTED,False,False,2023-12-15,2025-06-07
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Is From Debug Mode,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Is Last Step,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Key,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Lifecycle UUID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Page.domain,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Page.path,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Page.title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Source.properties.triggerType,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Source.type,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Step ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Step Index,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Step Title,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Tags,,any,UNEXPECTED,False,False,2025-06-05,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Type,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Variant ID,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Guides-Surveys] Survey Viewed,,Event Property,,[Guides-Surveys] Version,,any,UNEXPECTED,False,False,2025-05-19,2025-06-06
[Madkudu] anonymous user customer fit,,Event Property,,segment,,any,LIVE,False,False,2019-02-22,2024-02-13
[Mutiny] Experience Viewed,,Event Property,,audienceSegment,which audience segment the visitor falls into for the personalization experience (ex. industry or company size segment),any,LIVE,False,False,2018-09-16,2025-03-26
[Mutiny] Experience Viewed,,Event Property,,experience,name of the Mutiny experience,any,LIVE,False,False,2018-09-16,2025-03-26
[Mutiny] Experience Viewed,,Event Property,,personalized,whether the person saw a personalized (true) or control (false) version of the experience,any,LIVE,False,False,2018-09-16,2025-03-26
[Mutiny] Questionnaire Completed,,Event Property,,blog_banner_cta.cta,,any,LIVE,False,False,2019-02-05,2019-02-26
[Mutiny] Questionnaire Completed,,Event Property,,email,,string,LIVE,False,False,2018-11-19,2025-06-07
[Mutiny] Questionnaire Completed,,Event Property,,questionnaire,,any,LIVE,False,False,2018-11-17,2019-02-26
[Mutiny] Questionnaire Viewed,,Event Property,,questionnaire,,any,LIVE,False,False,2018-11-17,2019-02-26
[Mutiny] Questionnaire Viewed,,Event Property,,shown,,any,LIVE,False,False,2018-11-17,2019-02-01
[UTM script]: attribution updated,,Event Property,,blaid,,any,LIVE,False,False,2020-09-11,2021-01-04
[UTM script]: attribution updated,,Event Property,,Country site,,,UNEXPECTED,False,False,2020-11-10,2023-07-10
[UTM script]: attribution updated,,Event Property,,gclid,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM script]: attribution updated,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
[UTM script]: attribution updated,,Event Property,,referrer,,string,LIVE,False,False,2020-08-26,2025-06-07
[UTM script]: attribution updated,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTM script]: attribution updated,,Event Property,,utm_campaign,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM script]: attribution updated,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM script]: attribution updated,,Event Property,,utm_medium,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM script]: attribution updated,,Event Property,,utm_source,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM script]: attribution updated,,Event Property,,utm_term,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM]: attribution update,,Event Property,,initial_utm_campaign,,any,LIVE,False,False,,
[UTM]: attribution update,,Event Property,,initial_utm_content,,any,LIVE,False,False,,
[UTM]: attribution update,,Event Property,,initial_utm_medium,,any,LIVE,False,False,,
[UTM]: attribution update,,Event Property,,initial_utm_source,,any,LIVE,False,False,,
[UTM]: attribution update,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
[UTM]: attribution update,,Event Property,,referrer,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTM]: attribution update,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTM]: attribution update,,Event Property,,utm_campaign,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM]: attribution update,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM]: attribution update,,Event Property,,utm_medium,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTM]: attribution update,,Event Property,,utm_source,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution update,,Event Property,,initial_utm_campaign,,any,LIVE,False,False,,
[UTMZ]: attribution update,,Event Property,,initial_utm_content,,any,LIVE,False,False,,
[UTMZ]: attribution update,,Event Property,,initial_utm_medium,,any,LIVE,False,False,,
[UTMZ]: attribution update,,Event Property,,initial_utm_source,,any,LIVE,False,False,,
[UTMZ]: attribution update,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
[UTMZ]: attribution update,,Event Property,,referrer,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZ]: attribution update,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZ]: attribution update,,Event Property,,utm_campaign,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution update,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution update,,Event Property,,utm_medium,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution update,,Event Property,,utm_source,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution updated,,Event Property,,initial_utm_campaign,,any,LIVE,False,False,,
[UTMZ]: attribution updated,,Event Property,,initial_utm_content,,any,LIVE,False,False,,
[UTMZ]: attribution updated,,Event Property,,initial_utm_medium,,any,LIVE,False,False,,
[UTMZ]: attribution updated,,Event Property,,initial_utm_source,,any,LIVE,False,False,,
[UTMZ]: attribution updated,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
[UTMZ]: attribution updated,,Event Property,,referrer,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZ]: attribution updated,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZ]: attribution updated,,Event Property,,utm_campaign,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution updated,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution updated,,Event Property,,utm_medium,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZ]: attribution updated,,Event Property,,utm_source,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZZ]: attribution update,,Event Property,,initial_utm_campaign,,any,LIVE,False,False,,
[UTMZZ]: attribution update,,Event Property,,initial_utm_content,,any,LIVE,False,False,,
[UTMZZ]: attribution update,,Event Property,,initial_utm_medium,,any,LIVE,False,False,,
[UTMZZ]: attribution update,,Event Property,,initial_utm_source,,any,LIVE,False,False,,
[UTMZZ]: attribution update,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
[UTMZZ]: attribution update,,Event Property,,referrer,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZZ]: attribution update,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
[UTMZZ]: attribution update,,Event Property,,utm_campaign,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZZ]: attribution update,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZZ]: attribution update,,Event Property,,utm_medium,,any,LIVE,False,False,2020-09-10,2025-06-07
[UTMZZ]: attribution update,,Event Property,,utm_source,,any,LIVE,False,False,2020-09-10,2025-06-07
/webinars,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
/webinars,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
/webinars,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
/webinars: Link clicked,,Event Property,,category,,any,LIVE,False,False,2018-06-28,2024-02-13
/webinars: Link clicked,,Event Property,,link title,,any,LIVE,False,False,2018-06-29,2021-02-16
/webinars: Link clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
/webinars: Link clicked,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
</bc_3,,Event Property,,amp access blocked,,any,LIVE,False,False,2019-06-18,2023-09-26
</bc_3,,Event Property,,amplitude.com blocked,,any,LIVE,False,False,2019-06-18,2023-09-26
</bc_3,,Event Property,,analytics.amplitude.com blocked,,any,LIVE,False,False,2019-06-18,2023-09-26
</bc_3,,Event Property,,api.amplitude.com blocked,,any,LIVE,False,False,2019-06-18,2023-09-26
33% Video Complete,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
404,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
404,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
404,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
66% Video Complete,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
6sense View,,Event Property,,[6sense] City (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Company Name,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Company Name (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Country (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Domain (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Employee Count (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Employee Range (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Industry (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Intent Score (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Naics (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Naics Description,,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Naics Description (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Profile Fit (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Region (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Revenue Range (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
6sense View,,Event Property,,[6sense] Sic (Ev),,any,UNEXPECTED,False,False,2022-09-07,2022-09-07
